2minute	minute
capitalising	capitalizing
controlthe	control
beleieve	believe
understnd	understand
alcohal	alcohol
looonngg	long
milkk	milk
suppsed	supposed
basketballer	basketball
pr0n	porn
listining	listening
1one	one
increadible	incredible
teacherr	teacher
peaace	peace
gohereto	hereto
teacherz	teachers
4dec	dec
outsourc	outsourced
evertything	everything
couper	cooper
dvdrip	drip
greastest	greatest
misspoke	spoke
adream	dream
svenson	venison
leagueee	league
blooown	blown
butterfinger	butterfingers
wount	wont
unforgetable	unforgettable
complet	complete
thhhat	that
beforre	before
moonsters	monsters
freackin	freaking
strted	started
taylooor	taylor
iguess	guess
advocaat	advocate
paediatrician	pediatrician
trainn	train
yahoo7	yahoo
sexay	sexy
3min	min
xposure	exposure
litterly	literally
frienship	friendship
armey	army
electribe	electric
looseee	loose
drubnk	drunk
timeess	times
luckly	lucky
interprete	interpret
apears	appears
anywayys	anyways
repeatidly	repeatedly
sring	spring
aheadd	ahead
baberaham	abraham
couins	cousins
bandd	band
interveiws	interviews
acredita	credit
ninjaz	ninja
cexy	sexy
imaginarium	imaginary
ninjaa	ninja
plaes	please
prmote	promote
breif	brief
dedicatednow	dedicated
mexic	mexico
clubb	club
clube	club
relaunches	launches
gheto	ghetto
gangbusters	gangsters
adver	advert
helpin	helping
christman	christmas
2days	days
reffer	refer
2cups	cups
christmad	christmas
finanical	financial
aying	saying
familiarise	familiarize
eatiin	eating
pdin	din
watchingg	watching
cupple	couple
disabilty	disability
wantedto	wanted
watchings	watching
club8	club
mexcian	mexican
dadam	dam
pactice	practice
hungray	hungry
sardar	radar
baabbyy	baby
baaabbby	baby
peaceee	peace
anyymoree	anymore
festiv	festival
boooredd	bored
faavorite	favorite
recontract	contract
tribut	tribute
produc	product
alge	algae
indivdual	individual
whr	where
liiie	lie
irrelavent	irrelevant
eerybody	everybody
tapings	taping
espicially	especially
walkinggg	walking
hinding	hiding
simillar	similar
dancerrr	dancer
presidencia	residence
programthe	program
bdaayy	day
langage	language
responsiblity	responsible
welcomin	welcoming
seasion	season
hopingg	hoping
nothingg	nothing
awaaayy	away
sixt	sixth
lagh	laugh
perfumeee	perfume
mailplane	airplane
laga	lag
rele	really
psychol	psychology
heead	head
doinnng	doing
getingg	getting
acustic	acoustic
shtuff	stuff
doubleee	double
dragonica	dragon
mastadon	mastodon
vbroadcaster	broadcasters
smiless	smiles
smilesz	smiles
profissional	professional
unistalled	installed
comeone	someone
crusin	cruising
houes	house
eggin	begging
bidd	bid
crusie	cruise
abondoned	abandoned
villaaa	villa
noboday	nobody
kulture	culture
unbirthday	birthday
wissh	wish
nofeilings	feelings
ithinkk	think
twistedd	twisted
workshopped	workshop
wingsss	wings
peformin	performing
boucing	bouncing
sherif	sheriff
nd	and
3grand	grand
tottaly	totally
drnk	drink
commerciall	commercial
promissing	promising
appetit	appetite
ns	nice
nu	new
nv	envy
illnois	illinois
campare	compare
birthdaayyy	birthday
scratchh	scratch
scratchn	scratch
scratchs	scratches
tunne	tunnel
fullly	fully
girlfrien	girlfriend
elektricity	electricity
lesbain	lesbian
bbies	babies
jebus	jesus
blanding	landing
trusst	trust
n2	into
collegues	colleagues
playingg	playing
absoultely	absolutely
smel	smell
mafucking	fucking
voilets	violet
smeg	fuck
sinlge	single
condusive	conducive
wepromote	promote
herion	heroin
brandin	branding
alonnne	alone
removeable	removable
saldivar	saliva
shixt	shit
catherines	catherine
frieddd	fried
teird	tired
grippin	gripping
meeing	meeting
dey	they
wishess	wishes
tulalip	tulip
towl	towel
stravin	starving
sooomething	something
bedroomed	bedroom
hattee	hate
lisenin	listening
uglly	ugly
unfuck	fuck
extreamly	extremely
pillgrim	pilgrim
grabing	grabbing
truthrt	truth
heccck	heck
febraury	february
kopenhagen	copenhagen
towe	tower
nemisis	nemesis
elavator	elevator
followngain	following
braiin	brain
steppin	stepping
bakk	back
reinstalling	installing
intelligents	intelligent
bakc	back
spiri	spirit
decembeard	december
cockkk	cock
sleeepppyyy	sleepy
awezome	awesome
thiinkin	thinking
managemnt	management
xfactors	factors
xfactorr	factor
worlddd	world
withdrawls	withdrawals
stareee	stare
spirt	spirit
amry	army
groupe	group
finggers	fingers
persone	person
realizations	realization
hairt	hair
unnacceptable	unacceptable
farmworkers	frameworks
groupp	group
freezeee	freeze
typica	typical
haire	hair
haird	hair
appropriat	appropriate
beautyful	beautiful
consquences	consequences
wattching	watching
smentertainment	entertainment
liiights	lights
wnana	wanna
pleeaassseee	please
dailys	daily
mixxing	mixing
challange	challenge
pearle	pearl
threew	threw
buyyy	buy
threee	three
wrongg	wrong
wronge	wrong
thinkinnn	thinking
wrongi	wrong
rasing	raising
usmile	smile
cheappp	cheap
rasins	asians
sum'm	sum
herad	heard
peices	pieces
clickin	clicking
usal	usual
progressivism	progressives
chocolaty	chocolate
fenomenal	phenomenal
sugga	sugar
scanne	scanner
comba	combat
chocolats	chocolates
ventur	venture
luvv	love
sonething	something
fuction	function
magiccc	magic
laughted	laughed
iconnn	icon
h'amazing	amazing
morreee	more
aircrafts	aircraft
hallowwweeen	halloween
unstream	stream
performes	performs
interenet	internet
potatos	potatoes
religous	religious
dogss	dogs
hydrogel	hydrogen
speaki	speaking
aricle	article
speakk	speak
humanitys	humanity
speakn	speaking
speaka	speak
laaateee	late
speake	speak
speaky	speak
outifit	outfit
eposide	episode
righttt	right
tonnight	tonight
monther	mother
heartful	heartfelt
craszy	crazy
wtching	watching
chapter1	chapter
flufffyyy	fluffy
obvi	obviously
accepte	accepted
heartly	hearty
reposition	proposition
fckd	fucked
mighttt	might
downlaoded	downloaded
kentuck	kentucky
unfreeze	freeze
disater	disaster
dilema	dilemma
vallium	valium
bithces	bitches
getsatisfaction	dissatisfaction
pipeee	pipe
blocker	block
2keep	keep
songsz	songs
surpiseee	surprise
knightmares	nightmares
songss	songs
showstoppers	stoppers
cuttee	cute
rumoured	rumored
dirtyy	dirty
mcarthur	arthur
sec2	sec
lightsss	lights
chipp	chip
filmmm	film
poast	post
caint	cant
4other	other
resnet	present
granddd	grand
lazzzyyy	lazy
daddyyy	daddy
conversationn	conversation
factorrr	factor
aaround	around
2spell	spell
ooking	looking
weaing	wearing
hellloo	hello
textting	getting
realise	realize
availble	available
thiings	things
withooout	without
girlfren	girlfriend
knowwws	knows
swalow	swallow
wannago	wanna
garbageee	garbage
hiliarious	hilarious
smarshall5	marshall
reasearch	research
nnew	new
pokin	poking
fearmongers	warmongers
profil	profile
wraped	wrapped
allways	always
fancyyy	fancy
florescent	fluorescent
uncl	uncle
profie	profile
nned	need
unch	lunch
ultramarines	ultramarine
tmorw	tomorrow
1john	john
overground	foreground
anway	anyway
baltimores	baltimore
charme	charm
unmastered	mastered
tellinnn	telling
extrodinaire	extraordinary
refus	refusal
refun	refund
runsss	runs
infrastructural	infrastructure
knightmare	nightmare
reaon	reason
reposts	posts
questionning	questioning
intersexion	intersection
clevelander	cleveland
executiv	executive
reductionist	reductions
domesti	domestic
milliona	million
congraulations	congratulations
acct	account
awfulll	awful
namme	name
preditors	predators
willaims	williams
83lines	lines
wispers	whispers
derbys	derby
albumrt	album
knoledge	knowledge
spinnig	spinning
buurn	burn
extravanganza	extravaganza
magnitudeml	magnitude
circu	circus
h8t0r	hater
8month	month
neveeerrr	never
appcelerator	accelerator
qeen	queen
firewoks	fireworks
adcenter	center
stepstone	stepson
hun	honey
doning	doing
errdayy	everyday
tofollow	follow
supergirls	papergirls
lman	man
t3h	the
diiiddd	did
harrdd	hard
r	are
reguarly	regularly
hppen	happen
dissapointed	disappointed
fighing	fighting
differnce	difference
matee	mate
pro	professional
prn	porn
mater	matter
prv	private
matey	mate
pimpkin	pumpkin
inews	news
2study	study
alpa	alpha
harbo	harbor
crepping	creeping
nighhtt	night
mlearning	learning
falll	fall
falln	falling
agrree	agree
agrred	agreed
falle	fallen
governmen	government
chcolate	chocolate
bioengineers	beginners
jokingg	joking
2myself	myself
lissening	listening
truh	truth
posistion	position
occurances	occurrences
downoad	download
jakarte	jakarta
9weeks	weeks
togeter	together
sumeone	someone
herree	here
prestar	restart
5people	people
goaaal	goal
franchi	franchise
pointlesss	pointless
byond	beyond
liiikee	like
uloader	loader
wanderful	wonderful
ibetter	better
ugaly	ugly
elizabethtown	elizabethan
recipt	receipt
whch	which
toasttt	toast
probablyy	probably
oppenent	opponent
celebrety	celebrity
overconfidence	overconfident
jordannn	jordan
indicat	indicate
endevour	endeavor
sumetimes	sometimes
uplod	upload
freakinq	freaking
believeable	believable
friess	fries
freakinn	freaking
ovbiously	obviously
recertification	certification
nely	nelly
justines	justin
floody	bloody
fooollow	follow
nettt	net
nettv	net
churchhh	church
floodn	flooding
basketballwives	basketballs
daamm	dam
rmr	remember
worrddd	word
looovely	lovely
sorprise	surprise
oother	other
violatee	violate
aybody	anybody
caracteres	characters
evning	evening
unpluged	unplugged
reveale	revealed
6flags	flags
besstt	best
minnes	minnesota
bye2	bye
harmonised	harmonies
frigde	fridge
realsied	realized
threatning	threatening
yeeeaaah	yeah
horrifyingly	horrifying
gainst	against
faile	failed
faild	failed
charaters	characters
funnniest	funniest
faill	fail
loongg	long
cheaks	cheeks
byee	bye
summmer	summer
ihatee	hate
cycl	cycle
supos	suppose
byez	bye
beennn	been
byer	bye
knoiw	know
lookbook	cookbook
skyliner	skyline
chanceee	chance
likees	likes
2work	work
likeed	liked
likeee	like
iiiss	is
wnderful	wonderful
piick	pick
evrywer	everywhere
splender	splendor
sensationalize	sensational
speciaal	special
vesion	version
ebrard	beard
centrepiece	centerpiece
healthly	healthy
petion	petition
lifes	life
coupo	coupon
coupl	couple
figh	fight
lifez	life
lifey	life
lifee	life
kiill	kill
lifea	life
boster	booster
retarddd	retard
lifem	life
2drop	drop
archrival	arrival
lifei	life
watchedd	watched
witer	winter
msges	messages
subwayyy	subway
kasandra	sandra
apparenlty	apparently
specialised	specialized
hhim	him
pwner	owner
heelll	hell
tantalizers	tantalize
permantly	permanently
18inches	inches
ament	meant
hhit	hit
hhis	his
anytin	anything
anytim	anytime
tinys	tiny
colourblind	colorblind
converti	converting
decied	decided
vaccume	vacuum
comuter	computer
gapapa	papa
shft	shift
icarbons	carbon
reservationatdo	reservation
huugee	huge
sippin	slipping
finishline	finishing
sraight	straight
emty	empty
piiisss	piss
believeland	cleveland
giiirls	girls
nightnight	tonight
thaaank	thank
waiiitt	wait
buyy	buy
porbably	probably
skipp	skip
aquamarine05	aquamarine
thses	these
overbored	overboard
boothe	booth
paranormalcy	paranormal
applaus	applause
gauranteed	guaranteed
prncpl	principal
turqouise	turquoise
uselss	useless
modee	mode
tese	these
moden	modern
aggre	agree
freeezzing	freezing
guidel	guideline
manss	mans
cloc	clock
clon	clone
normaal	normal
clou	cloud
behavioural	behavioral
delievered	delivered
fabuloso	fabulous
accpeted	accepted
sleaves	sleeves
albummm	album
bullshyt	bullshit
gutair	guitar
darlingrt	darling
guyfriends	friends
winderful	wonderful
15minute	minute
aftter	after
schedulee	schedule
kingdon	kingdom
compition	competition
manuever	maneuver
randomely	randomly
defaul	default
microsofties	microsoft
goinnggg	going
evrbody	everybody
evrryone	everyone
breafast	breakfast
yestday	yesterday
harmonising	harmonizing
freestyled	freestyle
alllrighty	alright
lloking	looking
teraphy	therapy
everythingss	everything
freestyler	freestyle
crzy	crazy
businessdesk	businesses
minnesotas	minnesota
nggaaa	ga
istrategy	strategy
finsiders	insider
straighttt	straight
soyy	soy
looonggg	long
mbales	males
aorund	around
fashoned	fashioned
michel'le	michelle
cowboyz	cowboys
jonesss	jones
shoooting	shooting
defenceless	defenseless
microchipped	microchip
literaly	literally
sherriff	sheriff
fridaayyy	friday
charitys	charity
nutts	nuts
nuttt	nut
communicati	communication
wacthing	watching
freedo	freedom
ingredien	ingredients
commment	comment
smartpost	smartest
ialways	always
embarassing	embarrassing
tweetnation	attention
classsic	classic
ok	okay
emotio	emotion
forgve	forgive
chamberlin	chamberlain
nailsss	nails
hateing	hating
op	operator
trukey	turkey
dependin	depending
goarticles	articles
kiim	kim
standardnews	standards
walkingg	walking
annoyng	annoying
dicount	discount
develoment	development
fuuunn	fun
peiple	people
strick	strict
alreaady	already
aaarrreee	are
madisons	madison
nevous	nervous
unpolished	polished
awhileee	awhile
predjudice	prejudice
loovvveee	love
atack	attack
namess	names
milkin	milking
jus	just
shananigans	shenanigans
troublin	troubling
novemember	november
squeze	squeeze
juz	just
citights	tights
karamba	karma
hiim	him
primarly	primarily
frrreezing	freezing
shoutoutss	shouts
whistlin	whistling
quintessentiall	quintessential
siickk	sick
walking2	walking
friesss	fries
prooof	proof
sullivans	sullivan
politici	politician
nighhttt	night
politica	politics
campo	camp
velcrow	velcro
mormont	moron
treaaat	treat
lovves	loves
6foot	foot
imail	mail
insidershq	insiders
demoralising	demoralizing
besos	kisses
lovvee	love
mathlete	athlete
rollersss	rollers
champpp	champ
siiippp	sip
wirte	write
wthin	within
commisions	commissions
ilab	lab
ketting	letting
exboyfriends	boyfriends
rechristened	christened
researchs	researched
ilay	lay
bedz	bed
researche	researchers
scremed	screamed
stooopp	stop
roooll	roll
srry	sorry
sportsmail	sportsman
teler	teller
probbably	probably
anyne	anyone
enitre	entire
saaake	sake
craaaving	craving
backback	backpack
horrivel	horrible
luckkkyyy	lucky
tihng	thing
frankenfruit	frankfurt
tihnk	think
saays	says
throated	throat
remembeer	remember
seald	sealed
saayy	say
realesed	released
prevolver	revolver
follos	follows
showkase	showcase
taaake	take
tonsss	tons
cooofffeee	coffee
congratulatons	congratulations
fellings	feelings
acoount	account
woould	would
gossipin	gossip
christmans	christmas
gaels	eagles
avging	averaging
follooowww	follow
whahaa	ha
xxxmas	xmas
bubbley	bubble
soley	solely
supppose	suppose
resently	recently
preping	preparing
ericcc	eric
indiavision	invasion
adorableee	adorable
londan	london
decission	decision
competely	completely
virtualizing	visualizing
wter	water
insaine	insane
rushhh	rush
vibez	vibe
teh	the
truuuee	true
hittn	hitting
hitti	hitting
direc	direct
hittt	hit
hitts	hits
pleeeaaaseee	please
radioio	radio
hanginggg	hanging
cunninghams	cunningham
dhave	have
awwweeesssooomm	awesome
directionn	direction
smooking	smoking
absurdist	absurdity
mcclelland	mcclellan
surpress	suppress
observ	observe
spankin	spanking
behindme	behind
alternativas	alternatives
ichange	change
chiristmas	christmas
skninny	skinny
textd	text
texte	text
emitations	imitation
screeni	screening
jerome79	jerome
fucced	fucked
gggooo	goo
textt	text
kustoms	customs
screeny	screen
texty	text
skreets	streets
ansty	nasty
eeehh	eh
paaark	park
coverag	coverage
paaart	part
photograhy	photography
heeeaps	heaps
bluesss	blues
tryng	trying
xpecting	expecting
yaho	yahoo
obessions	obsession
romantical	romantic
birminham	birmingham
peoplewho	people
bumrush	brush
innernet	internet
withouut	without
fuunnn	fun
valuabl	valuable
hypnotherapy	hydrotherapy
occasio	occasion
fuunny	funny
wearhouse	warehouse
alwasys	always
encounte	encounter
bielebers	believers
arist	artist
chicagoo	chicago
competion	competition
frightenin	frightening
sexyyy	sexy
squeezin	squeeze
agravated	aggravated
impossiable	impossible
simplegeo	simple
scratchers	scratched
reallyyy	really
atlana	atlanta
rememberin	remember
discribing	describing
fuckling	fucking
wracking	cracking
converstion	conversation
20bucks	bucks
awwesome	awesome
somking	smoking
refreshin	refreshing
absconder	absconded
recievers	receivers
talkss	talks
adiction	addiction
forwarddd	forward
boreedd	bored
unitl	until
festi	fest
ergomotion	promotion
caus	cause
underserved	undeserved
cing	seeing
barby	baby
randommm	random
2faced	faced
feminized	feminine
repierced	pierced
oregons	oregon
differentiator	differentiation
dowwn	down
dammnn	damn
australien	australian
sloow	slow
runied	ruined
huges	hugs
wrry	worry
lisning	listening
goinna	gonna
alrite	alright
